Airport,Date,Time Interval,Avg_time,Max_time,Passengers,temp,Flights
Ahmedabad Airport,,0915 - 0930,8,11,20,1.333333333,1
Ahmedabad Airport,,0930 - 0945,12,16,32,2,2
Ahmedabad Airport,,0945 - 1000,21,27,57,3.5,3
Ahmedabad Airport,,1000 - 1015,19,23,50,3.166666667,3
Ahmedabad Airport,,1015 - 1030,20,26,57,3.333333333,3
Ahmedabad Airport,,1030 - 1045,21,24,56,3.5,3
Ahmedabad Airport,,1045 - 1100,24,29,68,4,4
Ahmedabad Airport,,1100 - 1115,22,26,63,3.666666667,3
Ahmedabad Airport,,1115 - 1130,10,15,27,1.666666667,1
Ahmedabad Airport,,1130 - 1145,11,14,28,1.833333333,1
Ahmedabad Airport,,1145 - 1200,14,18,36,2.333333333,2
Ahmedabad Airport,,1200 - 1215,17,23,46,2.833333333,2
Ahmedabad Airport,,1215 - 1230,13,18,36,2.166666667,2
Ahmedabad Airport,,1230 - 1245,17,20,48,2.833333333,2
Ahmedabad Airport,,1245 - 1300,19,24,53,3.166666667,3
Ahmedabad Airport,,1300 - 1315,14,18,37,2.333333333,2
Ahmedabad Airport,,1315 - 1330,22,25,59,3.666666667,3
Ahmedabad Airport,,1330 - 1345,11,14,26,1.833333333,1
Ahmedabad Airport,,1345 - 1400,22,28,60,3.666666667,3
Ahmedabad Airport,,1400 - 1415,16,21,43,2.666666667,2
Ahmedabad Airport,,1415 - 1430,15,18,38,2.5,2
Ahmedabad Airport,,1430 - 1445,15,18,38,2.5,2
Ahmedabad Airport,,1445 - 1500,11,17,29,1.833333333,1
Ahmedabad Airport,,1500 - 1515,20,25,54,3.333333333,3
Ahmedabad Airport,,1515 - 1530,19,24,52,3.166666667,3
Ahmedabad Airport,,1530 - 1545,16,20,42,2.666666667,2
Ahmedabad Airport,,1545 - 1600,18,22,49,3,3
Ahmedabad Airport,,1600 - 1615,24,28,65,4,4
Ahmedabad Airport,,1615 - 1630,24,28,69,4,4
Ahmedabad Airport,,1630 - 1645,12,18,31,2,2
Ahmedabad Airport,,1645 - 1700,19,22,52,3.166666667,3
Ahmedabad Airport,,1700 - 1715,15,19,38,2.5,2
Ahmedabad Airport,,1715 - 1730,17,23,46,2.833333333,2
Ahmedabad Airport,,1730 - 1745,9,15,22,1.5,1
Ahmedabad Airport,,1745 - 1800,23,29,66,3.833333333,3
Ahmedabad Airport,,1800 - 1815,8,11,18,1.333333333,1
Ahmedabad Airport,,1815 - 1830,17,20,48,2.833333333,2
Ahmedabad Airport,,1830 - 1845,13,19,35,2.166666667,2
Ahmedabad Airport,,1845 - 1900,15,20,38,2.5,2
Ahmedabad Airport,,1900 - 1915,21,25,60,3.5,3
Ahmedabad Airport,,1915 - 1930,14,18,37,2.333333333,2
Ahmedabad Airport,,1930 - 1945,20,24,54,3.333333333,3
Ahmedabad Airport,,1945 - 2000,14,17,39,2.333333333,2
Ahmedabad Airport,,2000 - 2015,15,21,41,2.5,2
Ahmedabad Airport,,2015 - 2030,15,21,42,2.5,2
Ahmedabad Airport,,2030 - 2045,15,19,39,2.5,2
Ahmedabad Airport,,2045 - 2100,12,15,29,2,2
Ahmedabad Airport,,2100 - 2115,23,29,65,3.833333333,3
Ahmedabad Airport,,2115 - 2130,19,25,50,3.166666667,3
Ahmedabad Airport,,2130 - 2145,10,15,23,1.666666667,1
Ahmedabad Airport,,2145 - 2200,12,17,29,2,2
Ahmedabad Airport,,2200 - 2215,23,29,62,3.833333333,3
Ahmedabad Airport,,2215 - 2230,13,18,36,2.166666667,2
Ahmedabad Airport,,2230 - 2245,19,22,51,3.166666667,3
Ahmedabad Airport,,2245 - 2300,24,30,65,4,4
Ahmedabad Airport,,2300 - 2315,23,29,66,3.833333333,3
Ahmedabad Airport,,2315 - 2330,16,19,43,2.666666667,2
Ahmedabad Airport,,2330 - 2345,16,22,42,2.666666667,2
Ahmedabad Airport,,2345 - 2400,18,21,50,3,3
Ahmedabad Airport,,0000 - 0015,23,27,65,3.833333333,3
Ahmedabad Airport,,0015 - 0030,14,17,39,2.333333333,2
Ahmedabad Airport,,0030 - 0045,24,29,67,4,4
Ahmedabad Airport,,0045 - 0100,10,15,27,1.666666667,1
Ahmedabad Airport,,0100 - 0115,18,23,51,3,3
Ahmedabad Airport,,0115 - 0130,11,16,27,1.833333333,1
Ahmedabad Airport,,0130 - 0145,23,28,62,3.833333333,3
Ahmedabad Airport,,0145 - 0200,23,27,66,3.833333333,3
Ahmedabad Airport,,0200 - 0215,8,14,18,1.333333333,1
Ahmedabad Airport,,0215 - 0230,9,14,21,1.5,1
Ahmedabad Airport,,0230 - 0245,15,18,38,2.5,2
Ahmedabad Airport,,0245 - 0300,14,19,36,2.333333333,2
Ahmedabad Airport,,0300 - 0315,24,30,67,4,4
Ahmedabad Airport,,0315 - 0330,9,15,23,1.5,1
Ahmedabad Airport,,0330 - 0345,12,17,29,2,2
Ahmedabad Airport,,0345 - 0400,9,12,21,1.5,1
Ahmedabad Airport,,0400 - 0415,22,28,63,3.666666667,3
Ahmedabad Airport,,0415 - 0430,10,16,25,1.666666667,1
Ahmedabad Airport,,0430 - 0445,12,15,32,2,2
Ahmedabad Airport,,0445 - 0500,24,27,65,4,4
Ahmedabad Airport,,0500 - 0515,12,16,33,2,2
Ahmedabad Airport,,0515 - 0530,8,12,18,1.333333333,1
Ahmedabad Airport,,0530 - 0545,12,16,32,2,2
Ahmedabad Airport,,0545 - 0600,13,19,36,2.166666667,2
Ahmedabad Airport,,0600 - 0615,20,26,53,3.333333333,3
Ahmedabad Airport,,0615 - 0630,12,15,31,2,2
Ahmedabad Airport,,0630 - 0645,19,24,53,3.166666667,3
Ahmedabad Airport,,0645 - 0700,10,14,27,1.666666667,1
Ahmedabad Airport,,0700 - 0715,10,15,25,1.666666667,1
Ahmedabad Airport,,0715 - 0730,15,20,42,2.5,2
Ahmedabad Airport,,0730 - 0745,14,18,39,2.333333333,2
Ahmedabad Airport,,0745 - 0800,24,28,65,4,4
Ahmedabad Airport,,0800 - 0815,22,25,61,3.666666667,3
Ahmedabad Airport,,0815 - 0830,20,23,55,3.333333333,3
Ahmedabad Airport,,0830 - 0845,16,20,43,2.666666667,2
Ahmedabad Airport,,0845 - 0900,16,21,44,2.666666667,2
Ahmedabad Airport,,0900 - 0915,8,11,18,1.333333333,1
Ahmedabad Airport,,0915 - 0930,23,28,65,3.833333333,3
Ahmedabad Airport,,0930 - 0945,22,25,61,3.666666667,3
Ahmedabad Airport,,0945 - 1000,18,24,47,3,3
Ahmedabad Airport,,1000 - 1015,23,28,66,3.833333333,3
Ahmedabad Airport,,1015 - 1030,10,13,24,1.666666667,1
Ahmedabad Airport,,1030 - 1045,13,18,36,2.166666667,2
Ahmedabad Airport,,1045 - 1100,14,17,37,2.333333333,2
Ahmedabad Airport,,1100 - 1115,17,23,44,2.833333333,2
Ahmedabad Airport,,1115 - 1130,17,22,44,2.833333333,2
Ahmedabad Airport,,1130 - 1145,15,19,41,2.5,2
Ahmedabad Airport,,1145 - 1200,14,18,35,2.333333333,2
Ahmedabad Airport,,1200 - 1215,12,16,31,2,2
Ahmedabad Airport,,1215 - 1230,8,13,17,1.333333333,1
Ahmedabad Airport,,1230 - 1245,23,26,66,3.833333333,3
Ahmedabad Airport,,1245 - 1300,15,19,40,2.5,2
Ahmedabad Airport,,1300 - 1315,23,26,62,3.833333333,3
Ahmedabad Airport,,1315 - 1330,24,27,68,4,4
Ahmedabad Airport,,1330 - 1345,12,15,33,2,2
Ahmedabad Airport,,1345 - 1400,22,27,59,3.666666667,3
Ahmedabad Airport,,1400 - 1415,19,25,52,3.166666667,3
Ahmedabad Airport,,1415 - 1430,22,26,59,3.666666667,3
Ahmedabad Airport,,1430 - 1445,19,22,51,3.166666667,3
Ahmedabad Airport,,1445 - 1500,15,20,39,2.5,2
Ahmedabad Airport,,1500 - 1515,17,23,45,2.833333333,2
Ahmedabad Airport,,1515 - 1530,13,16,33,2.166666667,2
Ahmedabad Airport,,1530 - 1545,21,24,59,3.5,3
Ahmedabad Airport,,1545 - 1600,14,19,38,2.333333333,2
Ahmedabad Airport,,1600 - 1615,21,27,60,3.5,3
Ahmedabad Airport,,1615 - 1630,10,13,24,1.666666667,1
Ahmedabad Airport,,1630 - 1645,17,20,46,2.833333333,2
Ahmedabad Airport,,1645 - 1700,12,18,29,2,2
Ahmedabad Airport,,1700 - 1715,23,27,63,3.833333333,3
Ahmedabad Airport,,1715 - 1730,15,19,39,2.5,2
Ahmedabad Airport,,1730 - 1745,23,29,65,3.833333333,3
Ahmedabad Airport,,1745 - 1800,8,12,19,1.333333333,1
Ahmedabad Airport,,1800 - 1815,12,17,30,2,2
Ahmedabad Airport,,1815 - 1830,11,15,30,1.833333333,1
Ahmedabad Airport,,1830 - 1845,11,16,28,1.833333333,1
Ahmedabad Airport,,1845 - 1900,23,28,64,3.833333333,3
Ahmedabad Airport,,1900 - 1915,10,14,27,1.666666667,1
Ahmedabad Airport,,1915 - 1930,13,19,35,2.166666667,2
Ahmedabad Airport,,1930 - 1945,8,14,18,1.333333333,1
Ahmedabad Airport,,1945 - 2000,18,21,48,3,3
Ahmedabad Airport,,2000 - 2015,16,19,43,2.666666667,2
Ahmedabad Airport,,2015 - 2030,16,22,41,2.666666667,2
Ahmedabad Airport,,2030 - 2045,14,17,38,2.333333333,2
Ahmedabad Airport,,2045 - 2100,14,17,36,2.333333333,2
Ahmedabad Airport,,2100 - 2115,16,19,44,2.666666667,2
Ahmedabad Airport,,2115 - 2130,16,21,45,2.666666667,2
Ahmedabad Airport,,2130 - 2145,8,11,21,1.333333333,1
Ahmedabad Airport,,2145 - 2200,23,28,63,3.833333333,3
Ahmedabad Airport,,2200 - 2215,18,22,51,3,3
Ahmedabad Airport,,2215 - 2230,17,22,45,2.833333333,2
Ahmedabad Airport,,2230 - 2245,20,23,55,3.333333333,3
Ahmedabad Airport,,2245 - 2300,15,20,41,2.5,2
Ahmedabad Airport,,2300 - 2315,16,19,45,2.666666667,2
Ahmedabad Airport,,2315 - 2330,9,14,24,1.5,1
Ahmedabad Airport,,2330 - 2345,24,28,67,4,4
Ahmedabad Airport,,2345 - 2400,22,25,60,3.666666667,3
Ahmedabad Airport,,0000 - 0015,20,25,53,3.333333333,3
Ahmedabad Airport,,0015 - 0030,14,20,35,2.333333333,2
Ahmedabad Airport,,0030 - 0045,20,25,55,3.333333333,3
Ahmedabad Airport,,0045 - 0100,20,24,55,3.333333333,3
Ahmedabad Airport,,0100 - 0115,10,13,25,1.666666667,1
Ahmedabad Airport,,0115 - 0130,16,20,44,2.666666667,2
Ahmedabad Airport,,0130 - 0145,24,29,65,4,4
Ahmedabad Airport,,0145 - 0200,12,17,31,2,2
Ahmedabad Airport,,0200 - 0215,15,21,41,2.5,2
Ahmedabad Airport,,0215 - 0230,22,27,61,3.666666667,3
Ahmedabad Airport,,0230 - 0245,23,29,66,3.833333333,3
Ahmedabad Airport,,0245 - 0300,12,17,32,2,2
Ahmedabad Airport,,0300 - 0315,21,24,56,3.5,3
Ahmedabad Airport,,0315 - 0330,12,17,32,2,2
Ahmedabad Airport,,0330 - 0345,10,13,23,1.666666667,1
Ahmedabad Airport,,0345 - 0400,11,14,29,1.833333333,1
Ahmedabad Airport,,0400 - 0415,15,18,40,2.5,2
Ahmedabad Airport,,0415 - 0430,8,12,21,1.333333333,1
Ahmedabad Airport,,0430 - 0445,18,24,50,3,3
Ahmedabad Airport,,0445 - 0500,15,20,39,2.5,2
Ahmedabad Airport,,0500 - 0515,17,20,46,2.833333333,2
Ahmedabad Airport,,0515 - 0530,9,12,20,1.5,1
Ahmedabad Airport,,0530 - 0545,18,23,49,3,3
Ahmedabad Airport,,0545 - 0600,18,21,51,3,3
Ahmedabad Airport,,0600 - 0615,20,23,54,3.333333333,3
Ahmedabad Airport,,0615 - 0630,19,25,54,3.166666667,3
Ahmedabad Airport,,0630 - 0645,12,15,29,2,2
Ahmedabad Airport,,0645 - 0700,20,26,54,3.333333333,3
Ahmedabad Airport,,0700 - 0715,10,13,25,1.666666667,1
Ahmedabad Airport,,0715 - 0730,20,24,54,3.333333333,3
Ahmedabad Airport,,0730 - 0745,16,19,44,2.666666667,2
Ahmedabad Airport,,0745 - 0800,13,18,34,2.166666667,2
Ahmedabad Airport,,0800 - 0815,16,19,44,2.666666667,2
Ahmedabad Airport,,0815 - 0830,15,21,40,2.5,2
Ahmedabad Airport,,0830 - 0845,8,13,19,1.333333333,1
Ahmedabad Airport,,0845 - 0900,16,19,43,2.666666667,2
Ahmedabad Airport,,0900 - 0915,12,17,31,2,2
Ahmedabad Airport,,0915 - 0930,8,13,18,1.333333333,1
Ahmedabad Airport,,0930 - 0945,14,18,39,2.333333333,2
Ahmedabad Airport,,0945 - 1000,9,14,20,1.5,1
Ahmedabad Airport,,1000 - 1015,24,30,68,4,4
Ahmedabad Airport,,1015 - 1030,20,24,54,3.333333333,3
Ahmedabad Airport,,1030 - 1045,14,19,36,2.333333333,2
Ahmedabad Airport,,1045 - 1100,18,23,51,3,3
Ahmedabad Airport,,1100 - 1115,13,16,35,2.166666667,2
Ahmedabad Airport,,1115 - 1130,10,15,23,1.666666667,1
Ahmedabad Airport,,1130 - 1145,14,18,35,2.333333333,2
Ahmedabad Airport,,1145 - 1200,14,19,38,2.333333333,2
Ahmedabad Airport,,1200 - 1215,18,24,47,3,3
Ahmedabad Airport,,1215 - 1230,21,27,60,3.5,3
Ahmedabad Airport,,1230 - 1245,23,29,65,3.833333333,3
Ahmedabad Airport,,1245 - 1300,15,20,39,2.5,2
Ahmedabad Airport,,1300 - 1315,8,13,19,1.333333333,1
Ahmedabad Airport,,1315 - 1330,20,26,56,3.333333333,3
Ahmedabad Airport,,1330 - 1345,14,20,37,2.333333333,2
Ahmedabad Airport,,1345 - 1400,18,24,47,3,3
Ahmedabad Airport,,1400 - 1415,9,15,23,1.5,1
Ahmedabad Airport,,1415 - 1430,18,24,47,3,3
Ahmedabad Airport,,1430 - 1445,24,28,67,4,4
Ahmedabad Airport,,1445 - 1500,17,20,47,2.833333333,2
Ahmedabad Airport,,1500 - 1515,14,17,37,2.333333333,2
Ahmedabad Airport,,1515 - 1530,15,21,38,2.5,2
Ahmedabad Airport,,1530 - 1545,16,20,44,2.666666667,2
Ahmedabad Airport,,1545 - 1600,12,18,31,2,2
Ahmedabad Airport,,1600 - 1615,18,24,50,3,3
Ahmedabad Airport,,1615 - 1630,18,22,48,3,3
Ahmedabad Airport,,1630 - 1645,10,13,25,1.666666667,1
Ahmedabad Airport,,1645 - 1700,21,26,58,3.5,3
Ahmedabad Airport,,1700 - 1715,18,24,51,3,3
Ahmedabad Airport,,1715 - 1730,18,23,47,3,3
Ahmedabad Airport,,1730 - 1745,23,27,63,3.833333333,3
Ahmedabad Airport,,1745 - 1800,22,28,60,3.666666667,3
Ahmedabad Airport,,1800 - 1815,9,14,20,1.5,1
Ahmedabad Airport,,1815 - 1830,13,16,35,2.166666667,2
Ahmedabad Airport,,1830 - 1845,14,18,37,2.333333333,2
Ahmedabad Airport,,1845 - 1900,11,17,29,1.833333333,1
Ahmedabad Airport,,1900 - 1915,14,17,36,2.333333333,2
Ahmedabad Airport,,1915 - 1930,15,18,42,2.5,2
Ahmedabad Airport,,1930 - 1945,14,20,38,2.333333333,2
Ahmedabad Airport,,1945 - 2000,18,21,50,3,3
Ahmedabad Airport,,2000 - 2015,12,18,32,2,2
Ahmedabad Airport,,2015 - 2030,17,20,47,2.833333333,2
Ahmedabad Airport,,2030 - 2045,13,16,32,2.166666667,2
Ahmedabad Airport,,2045 - 2100,13,16,32,2.166666667,2
Ahmedabad Airport,,2100 - 2115,17,23,47,2.833333333,2
Ahmedabad Airport,,2115 - 2130,9,12,22,1.5,1
Ahmedabad Airport,,2130 - 2145,8,11,17,1.333333333,1
Ahmedabad Airport,,2145 - 2200,15,18,41,2.5,2
Ahmedabad Airport,,2200 - 2215,18,22,48,3,3
Ahmedabad Airport,,2215 - 2230,10,13,25,1.666666667,1
Ahmedabad Airport,,2230 - 2245,19,23,51,3.166666667,3
Ahmedabad Airport,,2245 - 2300,15,21,39,2.5,2
Ahmedabad Airport,,2300 - 2315,18,23,48,3,3
Ahmedabad Airport,,2315 - 2330,22,28,62,3.666666667,3
Ahmedabad Airport,,2330 - 2345,14,20,35,2.333333333,2
Ahmedabad Airport,,2345 - 2400,17,22,48,2.833333333,2
Ahmedabad Airport,,0000 - 0015,23,26,64,3.833333333,3
Ahmedabad Airport,,0015 - 0030,13,17,36,2.166666667,2
Ahmedabad Airport,,0030 - 0045,23,27,63,3.833333333,3
Ahmedabad Airport,,0045 - 0100,18,24,48,3,3
Ahmedabad Airport,,0100 - 0115,18,21,47,3,3
Ahmedabad Airport,,0115 - 0130,24,29,65,4,4
Ahmedabad Airport,,0130 - 0145,11,16,27,1.833333333,1
Ahmedabad Airport,,0145 - 0200,14,17,37,2.333333333,2
Ahmedabad Airport,,0200 - 0215,22,28,59,3.666666667,3
Ahmedabad Airport,,0215 - 0230,21,25,59,3.5,3
Ahmedabad Airport,,0230 - 0245,21,26,56,3.5,3
Ahmedabad Airport,,0245 - 0300,12,17,32,2,2
Ahmedabad Airport,,0300 - 0315,13,16,33,2.166666667,2
Ahmedabad Airport,,0315 - 0330,15,18,39,2.5,2
Ahmedabad Airport,,0330 - 0345,22,27,59,3.666666667,3
Ahmedabad Airport,,0345 - 0400,8,14,17,1.333333333,1
Ahmedabad Airport,,0400 - 0415,16,19,43,2.666666667,2
Ahmedabad Airport,,0415 - 0430,14,18,39,2.333333333,2
Ahmedabad Airport,,0430 - 0445,24,29,68,4,4
Ahmedabad Airport,,0445 - 0500,18,24,49,3,3
Ahmedabad Airport,,0500 - 0515,22,26,63,3.666666667,3
Ahmedabad Airport,,0515 - 0530,15,19,42,2.5,2
Ahmedabad Airport,,0530 - 0545,12,16,31,2,2
Ahmedabad Airport,,0545 - 0600,14,17,37,2.333333333,2
Ahmedabad Airport,,0600 - 0615,19,23,53,3.166666667,3
Ahmedabad Airport,,0615 - 0630,20,25,53,3.333333333,3
Ahmedabad Airport,,0630 - 0645,9,15,23,1.5,1
Ahmedabad Airport,,0645 - 0700,17,21,44,2.833333333,2
Ahmedabad Airport,,0700 - 0715,9,13,23,1.5,1
Ahmedabad Airport,,0715 - 0730,11,16,27,1.833333333,1
Ahmedabad Airport,,0730 - 0745,17,21,45,2.833333333,2
Ahmedabad Airport,,0745 - 0800,18,22,47,3,3
Ahmedabad Airport,,0800 - 0815,8,13,18,1.333333333,1
Ahmedabad Airport,,0815 - 0830,24,30,65,4,4
Ahmedabad Airport,,0830 - 0845,21,26,56,3.5,3
Ahmedabad Airport,,0845 - 0900,8,12,21,1.333333333,1
Ahmedabad Airport,,0900 - 0915,16,19,45,2.666666667,2
Ahmedabad Airport,,0915 - 0930,11,15,26,1.833333333,1
Ahmedabad Airport,,0930 - 0945,9,15,20,1.5,1
Ahmedabad Airport,,0945 - 1000,10,15,23,1.666666667,1
Ahmedabad Airport,,1000 - 1015,10,13,24,1.666666667,1
Ahmedabad Airport,,1015 - 1030,23,26,63,3.833333333,3
Ahmedabad Airport,,1030 - 1045,20,24,54,3.333333333,3
Ahmedabad Airport,,1045 - 1100,19,23,52,3.166666667,3
Ahmedabad Airport,,1100 - 1115,14,17,37,2.333333333,2
Ahmedabad Airport,,1115 - 1130,10,15,27,1.666666667,1
Ahmedabad Airport,,1130 - 1145,20,23,53,3.333333333,3
Ahmedabad Airport,,1145 - 1200,10,13,23,1.666666667,1
Ahmedabad Airport,,1200 - 1215,12,18,29,2,2
Ahmedabad Airport,,1215 - 1230,15,18,39,2.5,2
Ahmedabad Airport,,1230 - 1245,16,22,41,2.666666667,2
Ahmedabad Airport,,1245 - 1300,19,25,51,3.166666667,3
Ahmedabad Airport,,1300 - 1315,17,22,44,2.833333333,2
Ahmedabad Airport,,1315 - 1330,16,22,44,2.666666667,2
Ahmedabad Airport,,1330 - 1345,17,20,45,2.833333333,2
Ahmedabad Airport,,1345 - 1400,19,23,51,3.166666667,3
Ahmedabad Airport,,1400 - 1415,15,21,42,2.5,2
Ahmedabad Airport,,1415 - 1430,16,22,45,2.666666667,2
Ahmedabad Airport,,1430 - 1445,14,19,39,2.333333333,2
Ahmedabad Airport,,1445 - 1500,18,22,50,3,3
Ahmedabad Airport,,1500 - 1515,14,18,38,2.333333333,2
Ahmedabad Airport,,1515 - 1530,9,15,21,1.5,1
Ahmedabad Airport,,1530 - 1545,20,23,56,3.333333333,3
Ahmedabad Airport,,1545 - 1600,12,18,30,2,2
Ahmedabad Airport,,1600 - 1615,10,14,27,1.666666667,1
Ahmedabad Airport,,1615 - 1630,11,15,27,1.833333333,1
Ahmedabad Airport,,1630 - 1645,11,14,26,1.833333333,1
Ahmedabad Airport,,1645 - 1700,17,22,46,2.833333333,2
Ahmedabad Airport,,1700 - 1715,23,27,64,3.833333333,3
Ahmedabad Airport,,1715 - 1730,18,23,49,3,3
Ahmedabad Airport,,1730 - 1745,13,17,32,2.166666667,2
Ahmedabad Airport,,1745 - 1800,12,15,32,2,2
Ahmedabad Airport,,1800 - 1815,16,21,42,2.666666667,2
Ahmedabad Airport,,1815 - 1830,9,12,22,1.5,1
Ahmedabad Airport,,1830 - 1845,22,25,59,3.666666667,3
Ahmedabad Airport,,1845 - 1900,12,17,32,2,2
Ahmedabad Airport,,1900 - 1915,16,20,42,2.666666667,2
Ahmedabad Airport,,1915 - 1930,16,21,44,2.666666667,2
Ahmedabad Airport,,1930 - 1945,17,22,48,2.833333333,2
Ahmedabad Airport,,1945 - 2000,19,23,54,3.166666667,3
Ahmedabad Airport,,2000 - 2015,11,17,26,1.833333333,1
Ahmedabad Airport,,2015 - 2030,8,12,20,1.333333333,1
Ahmedabad Airport,,2030 - 2045,22,26,62,3.666666667,3
Ahmedabad Airport,,2045 - 2100,8,12,18,1.333333333,1
Ahmedabad Airport,,2100 - 2115,17,22,48,2.833333333,2
Ahmedabad Airport,,2115 - 2130,14,19,37,2.333333333,2
Ahmedabad Airport,,2130 - 2145,11,17,26,1.833333333,1
Ahmedabad Airport,,2145 - 2200,10,14,25,1.666666667,1
Ahmedabad Airport,,2200 - 2215,18,23,49,3,3
Ahmedabad Airport,,2215 - 2230,11,17,26,1.833333333,1
Ahmedabad Airport,,2230 - 2245,16,19,42,2.666666667,2
Ahmedabad Airport,,2245 - 2300,15,19,38,2.5,2
Ahmedabad Airport,,2300 - 2315,14,18,37,2.333333333,2
Ahmedabad Airport,,2315 - 2330,15,20,39,2.5,2
Ahmedabad Airport,,2330 - 2345,14,18,39,2.333333333,2
Ahmedabad Airport,,2345 - 2400,8,12,21,1.333333333,1
Ahmedabad Airport,,0000 - 0015,21,27,58,3.5,3
Ahmedabad Airport,,0015 - 0030,20,23,55,3.333333333,3
Ahmedabad Airport,,0030 - 0045,24,28,67,4,4
Ahmedabad Airport,,0045 - 0100,12,16,30,2,2
Ahmedabad Airport,,0100 - 0115,20,26,57,3.333333333,3
Ahmedabad Airport,,0115 - 0130,12,17,33,2,2
Ahmedabad Airport,,0130 - 0145,13,16,34,2.166666667,2
Ahmedabad Airport,,0145 - 0200,19,25,51,3.166666667,3
Ahmedabad Airport,,0200 - 0215,8,13,21,1.333333333,1
Ahmedabad Airport,,0215 - 0230,11,15,28,1.833333333,1
Ahmedabad Airport,,0230 - 0245,14,19,35,2.333333333,2
Ahmedabad Airport,,0245 - 0300,9,14,22,1.5,1
Ahmedabad Airport,,0300 - 0315,23,29,66,3.833333333,3
Ahmedabad Airport,,0315 - 0330,20,23,55,3.333333333,3
Ahmedabad Airport,,0330 - 0345,19,24,51,3.166666667,3
Ahmedabad Airport,,0345 - 0400,17,22,46,2.833333333,2
Ahmedabad Airport,,0400 - 0415,22,28,61,3.666666667,3
Ahmedabad Airport,,0415 - 0430,13,17,34,2.166666667,2
Ahmedabad Airport,,0430 - 0445,24,30,65,4,4
Ahmedabad Airport,,0445 - 0500,10,16,25,1.666666667,1
Ahmedabad Airport,,0500 - 0515,11,17,27,1.833333333,1
Ahmedabad Airport,,0515 - 0530,20,23,57,3.333333333,3
Ahmedabad Airport,,0530 - 0545,11,14,26,1.833333333,1
Ahmedabad Airport,,0545 - 0600,13,17,34,2.166666667,2
Ahmedabad Airport,,0600 - 0615,18,22,48,3,3
Ahmedabad Airport,,0615 - 0630,21,27,60,3.5,3
Ahmedabad Airport,,0630 - 0645,17,20,44,2.833333333,2
Ahmedabad Airport,,0645 - 0700,16,19,43,2.666666667,2
Ahmedabad Airport,,0700 - 0715,13,16,35,2.166666667,2
Ahmedabad Airport,,0715 - 0730,10,13,23,1.666666667,1
Ahmedabad Airport,,0730 - 0745,12,16,30,2,2
Ahmedabad Airport,,0745 - 0800,11,14,30,1.833333333,1
Ahmedabad Airport,,0800 - 0815,19,24,54,3.166666667,3
Ahmedabad Airport,,0815 - 0830,13,18,32,2.166666667,2
Ahmedabad Airport,,0830 - 0845,23,26,64,3.833333333,3
Ahmedabad Airport,,0845 - 0900,24,29,67,4,4
Ahmedabad Airport,,0900 - 0915,15,19,38,2.5,2
Ahmedabad Airport,,0915 - 0930,10,16,24,1.666666667,1
Ahmedabad Airport,,0930 - 0945,9,14,22,1.5,1
