Airport,Date,Time Interval,Avg_time,Max_time,Passengers,temp,Flights
Ahmedabad Airport,,1545 - 1600,21,27,58,3.5,3
Ahmedabad Airport,,1600 - 1615,22,25,63,3.666666667,3
Ahmedabad Airport,,1615 - 1630,20,24,56,3.333333333,3
Ahmedabad Airport,,1630 - 1645,24,29,65,4,4
Ahmedabad Airport,,1645 - 1700,11,14,28,1.833333333,1
Ahmedabad Airport,,1700 - 1715,20,23,54,3.333333333,3
Ahmedabad Airport,,1715 - 1730,19,23,50,3.166666667,3
Ahmedabad Airport,,1730 - 1745,22,25,63,3.666666667,3
Ahmedabad Airport,,1745 - 1800,8,14,18,1.333333333,1
Ahmedabad Airport,,1800 - 1815,9,13,20,1.5,1
Ahmedabad Airport,,1815 - 1830,21,27,57,3.5,3
Ahmedabad Airport,,1830 - 1845,12,16,33,2,2
Ahmedabad Airport,,1845 - 1900,11,14,30,1.833333333,1
Ahmedabad Airport,,1900 - 1915,15,21,38,2.5,2
Ahmedabad Airport,,1915 - 1930,23,28,64,3.833333333,3
Ahmedabad Airport,,1930 - 1945,17,23,45,2.833333333,2
Ahmedabad Airport,,1945 - 2000,12,17,33,2,2
Ahmedabad Airport,,2000 - 2015,11,15,27,1.833333333,1
Ahmedabad Airport,,2015 - 2030,21,25,60,3.5,3
Ahmedabad Airport,,2030 - 2045,18,22,48,3,3
Ahmedabad Airport,,2045 - 2100,19,25,53,3.166666667,3
Ahmedabad Airport,,2100 - 2115,12,18,29,2,2
Ahmedabad Airport,,2115 - 2130,17,23,44,2.833333333,2
Ahmedabad Airport,,2130 - 2145,21,25,56,3.5,3
Ahmedabad Airport,,2145 - 2200,12,15,33,2,2
Ahmedabad Airport,,2200 - 2215,8,12,20,1.333333333,1
Ahmedabad Airport,,2215 - 2230,23,29,63,3.833333333,3
Ahmedabad Airport,,2230 - 2245,11,16,28,1.833333333,1
Ahmedabad Airport,,2245 - 2300,23,27,65,3.833333333,3
Ahmedabad Airport,,2300 - 2315,20,24,57,3.333333333,3
Ahmedabad Airport,,2315 - 2330,14,20,36,2.333333333,2
Ahmedabad Airport,,2330 - 2345,24,28,67,4,4
Ahmedabad Airport,,2345 - 2400,15,18,42,2.5,2
Ahmedabad Airport,,0000 - 0015,14,18,39,2.333333333,2
Ahmedabad Airport,,0015 - 0030,9,13,24,1.5,1
Ahmedabad Airport,,0030 - 0045,24,29,65,4,4
Ahmedabad Airport,,0045 - 0100,22,25,61,3.666666667,3
Ahmedabad Airport,,0100 - 0115,16,19,41,2.666666667,2
Ahmedabad Airport,,0115 - 0130,13,17,36,2.166666667,2
Ahmedabad Airport,,0130 - 0145,10,16,24,1.666666667,1
Ahmedabad Airport,,0145 - 0200,12,18,33,2,2
Ahmedabad Airport,,0200 - 0215,19,22,54,3.166666667,3
Ahmedabad Airport,,0215 - 0230,12,17,30,2,2
Ahmedabad Airport,,0230 - 0245,11,15,30,1.833333333,1
Ahmedabad Airport,,0245 - 0300,16,22,43,2.666666667,2
Ahmedabad Airport,,0300 - 0315,12,18,30,2,2
Ahmedabad Airport,,0315 - 0330,11,15,28,1.833333333,1
Ahmedabad Airport,,0330 - 0345,17,23,44,2.833333333,2
Ahmedabad Airport,,0345 - 0400,13,18,33,2.166666667,2
Ahmedabad Airport,,0400 - 0415,11,14,26,1.833333333,1
Ahmedabad Airport,,0415 - 0430,17,21,44,2.833333333,2
Ahmedabad Airport,,0430 - 0445,18,22,47,3,3
Ahmedabad Airport,,0445 - 0500,17,23,44,2.833333333,2
Ahmedabad Airport,,0500 - 0515,11,14,29,1.833333333,1
Ahmedabad Airport,,0515 - 0530,22,25,62,3.666666667,3
Ahmedabad Airport,,0530 - 0545,18,21,49,3,3
Ahmedabad Airport,,0545 - 0600,21,25,56,3.5,3
Ahmedabad Airport,,0600 - 0615,24,27,66,4,4
Ahmedabad Airport,,0615 - 0630,16,19,44,2.666666667,2
Ahmedabad Airport,,0630 - 0645,10,14,25,1.666666667,1
Ahmedabad Airport,,0645 - 0700,12,17,31,2,2
Ahmedabad Airport,,0700 - 0715,11,17,27,1.833333333,1
Ahmedabad Airport,,0715 - 0730,15,20,40,2.5,2
Ahmedabad Airport,,0730 - 0745,14,18,36,2.333333333,2
Ahmedabad Airport,,0745 - 0800,17,21,44,2.833333333,2
Ahmedabad Airport,,0800 - 0815,19,22,52,3.166666667,3
Ahmedabad Airport,,0815 - 0830,12,15,33,2,2
Ahmedabad Airport,,0830 - 0845,14,18,37,2.333333333,2
Ahmedabad Airport,,0845 - 0900,9,15,20,1.5,1
Ahmedabad Airport,,0900 - 0915,24,27,65,4,4
Ahmedabad Airport,,0915 - 0930,17,20,45,2.833333333,2
Ahmedabad Airport,,0930 - 0945,19,22,52,3.166666667,3
Ahmedabad Airport,,0945 - 1000,10,13,27,1.666666667,1
Ahmedabad Airport,,1000 - 1015,21,25,57,3.5,3
Ahmedabad Airport,,1015 - 1030,13,18,35,2.166666667,2
Ahmedabad Airport,,1030 - 1045,23,29,65,3.833333333,3
Ahmedabad Airport,,1045 - 1100,21,24,59,3.5,3
Ahmedabad Airport,,1100 - 1115,21,25,60,3.5,3
Ahmedabad Airport,,1115 - 1130,23,27,66,3.833333333,3
Ahmedabad Airport,,1130 - 1145,21,24,60,3.5,3
Ahmedabad Airport,,1145 - 1200,16,20,41,2.666666667,2
Ahmedabad Airport,,1200 - 1215,13,16,36,2.166666667,2
Ahmedabad Airport,,1215 - 1230,18,22,51,3,3
Ahmedabad Airport,,1230 - 1245,15,19,38,2.5,2
Ahmedabad Airport,,1245 - 1300,19,24,51,3.166666667,3
Ahmedabad Airport,,1300 - 1315,8,12,17,1.333333333,1
Ahmedabad Airport,,1315 - 1330,19,25,50,3.166666667,3
Ahmedabad Airport,,1330 - 1345,20,23,56,3.333333333,3
Ahmedabad Airport,,1345 - 1400,18,23,48,3,3
Ahmedabad Airport,,1400 - 1415,16,22,44,2.666666667,2
Ahmedabad Airport,,1415 - 1430,11,17,29,1.833333333,1
Ahmedabad Airport,,1430 - 1445,10,14,24,1.666666667,1
Ahmedabad Airport,,1445 - 1500,24,29,69,4,4
Ahmedabad Airport,,1500 - 1515,19,23,53,3.166666667,3
Ahmedabad Airport,,1515 - 1530,21,27,60,3.5,3
Ahmedabad Airport,,1530 - 1545,24,30,65,4,4
Ahmedabad Airport,,1545 - 1600,24,28,67,4,4
Ahmedabad Airport,,1600 - 1615,12,17,30,2,2
Ahmedabad Airport,,1615 - 1630,11,14,27,1.833333333,1
Ahmedabad Airport,,1630 - 1645,24,27,67,4,4
Ahmedabad Airport,,1645 - 1700,18,22,50,3,3
Ahmedabad Airport,,1700 - 1715,8,12,18,1.333333333,1
Ahmedabad Airport,,1715 - 1730,23,27,62,3.833333333,3
Ahmedabad Airport,,1730 - 1745,13,17,34,2.166666667,2
Ahmedabad Airport,,1745 - 1800,10,13,26,1.666666667,1
Ahmedabad Airport,,1800 - 1815,8,11,19,1.333333333,1
Ahmedabad Airport,,1815 - 1830,23,27,64,3.833333333,3
Ahmedabad Airport,,1830 - 1845,19,25,52,3.166666667,3
Ahmedabad Airport,,1845 - 1900,15,20,38,2.5,2
Ahmedabad Airport,,1900 - 1915,17,20,45,2.833333333,2
Ahmedabad Airport,,1915 - 1930,10,13,25,1.666666667,1
Ahmedabad Airport,,1930 - 1945,8,12,18,1.333333333,1
Ahmedabad Airport,,1945 - 2000,23,29,66,3.833333333,3
Ahmedabad Airport,,2000 - 2015,21,26,58,3.5,3
Ahmedabad Airport,,2015 - 2030,17,21,44,2.833333333,2
Ahmedabad Airport,,2030 - 2045,22,27,61,3.666666667,3
Ahmedabad Airport,,2045 - 2100,12,16,32,2,2
Ahmedabad Airport,,2100 - 2115,13,18,36,2.166666667,2
Ahmedabad Airport,,2115 - 2130,8,11,17,1.333333333,1
Ahmedabad Airport,,2130 - 2145,21,26,58,3.5,3
Ahmedabad Airport,,2145 - 2200,17,20,44,2.833333333,2
Ahmedabad Airport,,2200 - 2215,19,24,50,3.166666667,3
Ahmedabad Airport,,2215 - 2230,24,28,66,4,4
Ahmedabad Airport,,2230 - 2245,21,26,58,3.5,3
Ahmedabad Airport,,2245 - 2300,13,18,33,2.166666667,2
Ahmedabad Airport,,2300 - 2315,19,24,51,3.166666667,3
Ahmedabad Airport,,2315 - 2330,15,20,38,2.5,2
Ahmedabad Airport,,2330 - 2345,17,22,47,2.833333333,2
Ahmedabad Airport,,2345 - 2400,13,18,35,2.166666667,2
Ahmedabad Airport,,0000 - 0015,10,14,24,1.666666667,1
Ahmedabad Airport,,0015 - 0030,12,15,30,2,2
Ahmedabad Airport,,0030 - 0045,20,23,54,3.333333333,3
Ahmedabad Airport,,0045 - 0100,23,26,66,3.833333333,3
Ahmedabad Airport,,0100 - 0115,24,28,68,4,4
Ahmedabad Airport,,0115 - 0130,20,26,54,3.333333333,3
Ahmedabad Airport,,0130 - 0145,23,29,63,3.833333333,3
Ahmedabad Airport,,0145 - 0200,13,17,33,2.166666667,2
Ahmedabad Airport,,0200 - 0215,16,21,45,2.666666667,2
Ahmedabad Airport,,0215 - 0230,12,15,32,2,2
Ahmedabad Airport,,0230 - 0245,23,29,65,3.833333333,3
Ahmedabad Airport,,0245 - 0300,23,28,62,3.833333333,3
Ahmedabad Airport,,0300 - 0315,11,17,26,1.833333333,1
Ahmedabad Airport,,0315 - 0330,19,25,51,3.166666667,3
Ahmedabad Airport,,0330 - 0345,18,21,51,3,3
Ahmedabad Airport,,0345 - 0400,11,14,27,1.833333333,1
Ahmedabad Airport,,0400 - 0415,14,17,39,2.333333333,2
Ahmedabad Airport,,0415 - 0430,16,22,42,2.666666667,2
Ahmedabad Airport,,0430 - 0445,12,18,29,2,2
Ahmedabad Airport,,0445 - 0500,17,22,45,2.833333333,2
Ahmedabad Airport,,0500 - 0515,20,23,54,3.333333333,3
Ahmedabad Airport,,0515 - 0530,11,14,30,1.833333333,1
Ahmedabad Airport,,0530 - 0545,16,20,41,2.666666667,2
Ahmedabad Airport,,0545 - 0600,9,15,21,1.5,1
Ahmedabad Airport,,0600 - 0615,20,26,55,3.333333333,3
Ahmedabad Airport,,0615 - 0630,22,26,63,3.666666667,3
Ahmedabad Airport,,0630 - 0645,10,16,25,1.666666667,1
Ahmedabad Airport,,0645 - 0700,23,29,64,3.833333333,3
Ahmedabad Airport,,0700 - 0715,21,24,56,3.5,3
Ahmedabad Airport,,0715 - 0730,10,16,23,1.666666667,1
Ahmedabad Airport,,0730 - 0745,11,14,26,1.833333333,1
Ahmedabad Airport,,0745 - 0800,10,15,25,1.666666667,1
Ahmedabad Airport,,0800 - 0815,22,26,59,3.666666667,3
Ahmedabad Airport,,0815 - 0830,9,13,22,1.5,1
Ahmedabad Airport,,0830 - 0845,18,24,47,3,3
Ahmedabad Airport,,0845 - 0900,12,18,32,2,2
Ahmedabad Airport,,0900 - 0915,13,18,36,2.166666667,2
Ahmedabad Airport,,0915 - 0930,20,23,55,3.333333333,3
Ahmedabad Airport,,0930 - 0945,14,18,38,2.333333333,2
Ahmedabad Airport,,0945 - 1000,14,17,37,2.333333333,2
Ahmedabad Airport,,1000 - 1015,10,14,27,1.666666667,1
Ahmedabad Airport,,1015 - 1030,11,16,26,1.833333333,1
Ahmedabad Airport,,1030 - 1045,18,22,50,3,3
Ahmedabad Airport,,1045 - 1100,21,26,56,3.5,3
Ahmedabad Airport,,1100 - 1115,18,24,49,3,3
Ahmedabad Airport,,1115 - 1130,21,24,57,3.5,3
Ahmedabad Airport,,1130 - 1145,17,20,48,2.833333333,2
Ahmedabad Airport,,1145 - 1200,9,12,21,1.5,1
Ahmedabad Airport,,1200 - 1215,15,21,40,2.5,2
Ahmedabad Airport,,1215 - 1230,23,27,62,3.833333333,3
Ahmedabad Airport,,1230 - 1245,10,13,27,1.666666667,1
Ahmedabad Airport,,1245 - 1300,14,20,39,2.333333333,2
Ahmedabad Airport,,1300 - 1315,23,27,62,3.833333333,3
Ahmedabad Airport,,1315 - 1330,18,22,48,3,3
Ahmedabad Airport,,1330 - 1345,11,15,28,1.833333333,1
Ahmedabad Airport,,1345 - 1400,12,15,31,2,2
Ahmedabad Airport,,1400 - 1415,24,27,69,4,4
Ahmedabad Airport,,1415 - 1430,11,17,29,1.833333333,1
Ahmedabad Airport,,1430 - 1445,10,14,24,1.666666667,1
Ahmedabad Airport,,1445 - 1500,22,26,62,3.666666667,3
Ahmedabad Airport,,1500 - 1515,9,12,23,1.5,1
Ahmedabad Airport,,1515 - 1530,11,14,29,1.833333333,1
Ahmedabad Airport,,1530 - 1545,15,19,38,2.5,2
Ahmedabad Airport,,1545 - 1600,15,20,42,2.5,2
Ahmedabad Airport,,1600 - 1615,24,30,69,4,4
Ahmedabad Airport,,1615 - 1630,20,23,53,3.333333333,3
Ahmedabad Airport,,1630 - 1645,8,13,19,1.333333333,1
Ahmedabad Airport,,1645 - 1700,22,25,60,3.666666667,3
Ahmedabad Airport,,1700 - 1715,14,20,36,2.333333333,2
Ahmedabad Airport,,1715 - 1730,10,14,23,1.666666667,1
Ahmedabad Airport,,1730 - 1745,15,21,38,2.5,2
Ahmedabad Airport,,1745 - 1800,12,16,33,2,2
Ahmedabad Airport,,1800 - 1815,14,19,35,2.333333333,2
Ahmedabad Airport,,1815 - 1830,23,26,66,3.833333333,3
Ahmedabad Airport,,1830 - 1845,21,26,57,3.5,3
Ahmedabad Airport,,1845 - 1900,23,26,62,3.833333333,3
Ahmedabad Airport,,1900 - 1915,23,28,66,3.833333333,3
Ahmedabad Airport,,1915 - 1930,20,25,55,3.333333333,3
Ahmedabad Airport,,1930 - 1945,10,15,25,1.666666667,1
Ahmedabad Airport,,1945 - 2000,24,29,68,4,4
Ahmedabad Airport,,2000 - 2015,12,18,29,2,2
Ahmedabad Airport,,2015 - 2030,21,25,59,3.5,3
Ahmedabad Airport,,2030 - 2045,10,15,23,1.666666667,1
Ahmedabad Airport,,2045 - 2100,21,27,59,3.5,3
Ahmedabad Airport,,2100 - 2115,20,25,53,3.333333333,3
Ahmedabad Airport,,2115 - 2130,14,19,36,2.333333333,2
Ahmedabad Airport,,2130 - 2145,10,16,27,1.666666667,1
Ahmedabad Airport,,2145 - 2200,24,29,67,4,4
Ahmedabad Airport,,2200 - 2215,24,27,67,4,4
Ahmedabad Airport,,2215 - 2230,15,18,41,2.5,2
Ahmedabad Airport,,2230 - 2245,24,28,65,4,4
Ahmedabad Airport,,2245 - 2300,8,12,19,1.333333333,1
Ahmedabad Airport,,2300 - 2315,18,23,50,3,3
Ahmedabad Airport,,2315 - 2330,24,27,68,4,4
Ahmedabad Airport,,2330 - 2345,16,19,45,2.666666667,2
Ahmedabad Airport,,2345 - 2400,23,29,65,3.833333333,3
Ahmedabad Airport,,0000 - 0015,21,27,56,3.5,3
Ahmedabad Airport,,0015 - 0030,17,23,44,2.833333333,2
Ahmedabad Airport,,0030 - 0045,23,29,66,3.833333333,3
Ahmedabad Airport,,0045 - 0100,14,17,36,2.333333333,2
Ahmedabad Airport,,0100 - 0115,10,16,24,1.666666667,1
Ahmedabad Airport,,0115 - 0130,22,27,62,3.666666667,3
Ahmedabad Airport,,0130 - 0145,17,22,48,2.833333333,2
Ahmedabad Airport,,0145 - 0200,9,12,22,1.5,1
Ahmedabad Airport,,0200 - 0215,20,26,54,3.333333333,3
Ahmedabad Airport,,0215 - 0230,8,12,17,1.333333333,1
Ahmedabad Airport,,0230 - 0245,11,14,27,1.833333333,1
Ahmedabad Airport,,0245 - 0300,13,18,36,2.166666667,2
Ahmedabad Airport,,0300 - 0315,23,26,64,3.833333333,3
Ahmedabad Airport,,0315 - 0330,8,13,20,1.333333333,1
Ahmedabad Airport,,0330 - 0345,17,20,48,2.833333333,2
Ahmedabad Airport,,0345 - 0400,21,27,57,3.5,3
Ahmedabad Airport,,0400 - 0415,19,24,53,3.166666667,3
Ahmedabad Airport,,0415 - 0430,10,15,27,1.666666667,1
Ahmedabad Airport,,0430 - 0445,20,25,57,3.333333333,3
Ahmedabad Airport,,0445 - 0500,17,23,48,2.833333333,2
Ahmedabad Airport,,0500 - 0515,17,20,48,2.833333333,2
Ahmedabad Airport,,0515 - 0530,11,15,27,1.833333333,1
Ahmedabad Airport,,0530 - 0545,17,21,45,2.833333333,2
Ahmedabad Airport,,0545 - 0600,18,23,51,3,3
Ahmedabad Airport,,0600 - 0615,18,24,47,3,3
Ahmedabad Airport,,0615 - 0630,23,27,63,3.833333333,3
Ahmedabad Airport,,0630 - 0645,20,24,57,3.333333333,3
Ahmedabad Airport,,0645 - 0700,20,25,57,3.333333333,3
Ahmedabad Airport,,0700 - 0715,11,16,27,1.833333333,1
Ahmedabad Airport,,0715 - 0730,24,29,67,4,4
Ahmedabad Airport,,0730 - 0745,19,22,54,3.166666667,3
Ahmedabad Airport,,0745 - 0800,13,18,34,2.166666667,2
Ahmedabad Airport,,0800 - 0815,11,15,29,1.833333333,1
Ahmedabad Airport,,0815 - 0830,24,29,69,4,4
Ahmedabad Airport,,0830 - 0845,21,27,57,3.5,3
Ahmedabad Airport,,0845 - 0900,8,14,21,1.333333333,1
Ahmedabad Airport,,0900 - 0915,15,19,41,2.5,2
Ahmedabad Airport,,0915 - 0930,20,25,55,3.333333333,3
Ahmedabad Airport,,0930 - 0945,16,21,43,2.666666667,2
Ahmedabad Airport,,0945 - 1000,8,11,18,1.333333333,1
Ahmedabad Airport,,1000 - 1015,9,13,21,1.5,1
Ahmedabad Airport,,1015 - 1030,14,20,36,2.333333333,2
Ahmedabad Airport,,1030 - 1045,20,24,56,3.333333333,3
Ahmedabad Airport,,1045 - 1100,23,29,65,3.833333333,3
Ahmedabad Airport,,1100 - 1115,11,14,26,1.833333333,1
Ahmedabad Airport,,1115 - 1130,8,11,20,1.333333333,1
Ahmedabad Airport,,1130 - 1145,19,22,50,3.166666667,3
Ahmedabad Airport,,1145 - 1200,9,15,21,1.5,1
Ahmedabad Airport,,1200 - 1215,10,16,26,1.666666667,1
Ahmedabad Airport,,1215 - 1230,23,26,64,3.833333333,3
Ahmedabad Airport,,1230 - 1245,24,28,66,4,4
Ahmedabad Airport,,1245 - 1300,19,24,52,3.166666667,3
Ahmedabad Airport,,1300 - 1315,11,16,30,1.833333333,1
Ahmedabad Airport,,1315 - 1330,18,21,51,3,3
Ahmedabad Airport,,1330 - 1345,13,18,36,2.166666667,2
Ahmedabad Airport,,1345 - 1400,20,26,54,3.333333333,3
Ahmedabad Airport,,1400 - 1415,11,16,29,1.833333333,1
Ahmedabad Airport,,1415 - 1430,16,20,42,2.666666667,2
Ahmedabad Airport,,1430 - 1445,16,22,43,2.666666667,2
Ahmedabad Airport,,1445 - 1500,21,26,58,3.5,3
Ahmedabad Airport,,1500 - 1515,14,19,35,2.333333333,2
Ahmedabad Airport,,1515 - 1530,17,23,44,2.833333333,2
Ahmedabad Airport,,1530 - 1545,13,19,33,2.166666667,2
Ahmedabad Airport,,1545 - 1600,11,17,30,1.833333333,1
Ahmedabad Airport,,1600 - 1615,21,26,60,3.5,3
Ahmedabad Airport,,1615 - 1630,16,19,43,2.666666667,2
Ahmedabad Airport,,1630 - 1645,15,19,41,2.5,2
Ahmedabad Airport,,1645 - 1700,22,25,63,3.666666667,3
Ahmedabad Airport,,1700 - 1715,12,17,31,2,2
Ahmedabad Airport,,1715 - 1730,14,18,37,2.333333333,2
Ahmedabad Airport,,1730 - 1745,8,11,19,1.333333333,1
Ahmedabad Airport,,1745 - 1800,22,25,63,3.666666667,3
Ahmedabad Airport,,1800 - 1815,18,22,48,3,3
Ahmedabad Airport,,1815 - 1830,10,16,24,1.666666667,1
Ahmedabad Airport,,1830 - 1845,23,26,64,3.833333333,3
Ahmedabad Airport,,1845 - 1900,10,15,25,1.666666667,1
Ahmedabad Airport,,1900 - 1915,13,19,33,2.166666667,2
Ahmedabad Airport,,1915 - 1930,21,26,57,3.5,3
Ahmedabad Airport,,1930 - 1945,24,29,67,4,4
Ahmedabad Airport,,1945 - 2000,21,25,59,3.5,3
Ahmedabad Airport,,2000 - 2015,20,24,54,3.333333333,3
Ahmedabad Airport,,2015 - 2030,14,20,38,2.333333333,2
Ahmedabad Airport,,2030 - 2045,9,13,21,1.5,1
Ahmedabad Airport,,2045 - 2100,13,16,34,2.166666667,2
Ahmedabad Airport,,2100 - 2115,13,19,35,2.166666667,2
Ahmedabad Airport,,2115 - 2130,9,13,23,1.5,1
Ahmedabad Airport,,2130 - 2145,20,23,54,3.333333333,3
Ahmedabad Airport,,2145 - 2200,16,20,43,2.666666667,2
Ahmedabad Airport,,2200 - 2215,12,15,29,2,2
Ahmedabad Airport,,2215 - 2230,20,23,55,3.333333333,3
Ahmedabad Airport,,2230 - 2245,9,12,22,1.5,1
Ahmedabad Airport,,2245 - 2300,14,20,39,2.333333333,2
Ahmedabad Airport,,2300 - 2315,24,29,69,4,4
Ahmedabad Airport,,2315 - 2330,11,14,29,1.833333333,1
Ahmedabad Airport,,2330 - 2345,12,18,31,2,2
Ahmedabad Airport,,2345 - 2400,22,26,63,3.666666667,3
Ahmedabad Airport,,0000 - 0015,8,11,21,1.333333333,1
Ahmedabad Airport,,0015 - 0030,11,15,26,1.833333333,1
Ahmedabad Airport,,0030 - 0045,23,29,65,3.833333333,3
Ahmedabad Airport,,0045 - 0100,19,23,53,3.166666667,3
Ahmedabad Airport,,0100 - 0115,21,24,56,3.5,3
Ahmedabad Airport,,0115 - 0130,14,19,39,2.333333333,2
Ahmedabad Airport,,0130 - 0145,17,20,44,2.833333333,2
Ahmedabad Airport,,0145 - 0200,15,18,40,2.5,2
Ahmedabad Airport,,0200 - 0215,14,19,37,2.333333333,2
Ahmedabad Airport,,0215 - 0230,24,30,67,4,4
Ahmedabad Airport,,0230 - 0245,17,20,46,2.833333333,2
Ahmedabad Airport,,0245 - 0300,9,15,20,1.5,1
Ahmedabad Airport,,0300 - 0315,16,22,42,2.666666667,2
Ahmedabad Airport,,0315 - 0330,17,21,44,2.833333333,2
Ahmedabad Airport,,0330 - 0345,14,17,38,2.333333333,2
Ahmedabad Airport,,0345 - 0400,23,28,62,3.833333333,3
Ahmedabad Airport,,0400 - 0415,19,23,51,3.166666667,3
Ahmedabad Airport,,0415 - 0430,19,23,50,3.166666667,3
Ahmedabad Airport,,0430 - 0445,24,27,67,4,4
Ahmedabad Airport,,0445 - 0500,12,16,30,2,2
Ahmedabad Airport,,0500 - 0515,14,20,38,2.333333333,2
Ahmedabad Airport,,0515 - 0530,10,15,24,1.666666667,1
Ahmedabad Airport,,0530 - 0545,24,29,65,4,4
Ahmedabad Airport,,0545 - 0600,17,22,46,2.833333333,2
Ahmedabad Airport,,0600 - 0615,23,28,65,3.833333333,3
Ahmedabad Airport,,0615 - 0630,10,16,24,1.666666667,1
Ahmedabad Airport,,0630 - 0645,11,14,28,1.833333333,1
Ahmedabad Airport,,0645 - 0700,14,18,35,2.333333333,2
Ahmedabad Airport,,0700 - 0715,8,14,17,1.333333333,1
Ahmedabad Airport,,0715 - 0730,15,19,39,2.5,2
Ahmedabad Airport,,0730 - 0745,23,27,64,3.833333333,3
Ahmedabad Airport,,0745 - 0800,17,23,47,2.833333333,2
Ahmedabad Airport,,0800 - 0815,23,27,65,3.833333333,3
Ahmedabad Airport,,0815 - 0830,22,26,63,3.666666667,3
Ahmedabad Airport,,0830 - 0845,21,25,56,3.5,3
Ahmedabad Airport,,0845 - 0900,19,23,51,3.166666667,3
Ahmedabad Airport,,0900 - 0915,8,11,18,1.333333333,1
Ahmedabad Airport,,0915 - 0930,11,17,27,1.833333333,1
